num_consumers,num_goods,type_market,noise_factor,eps,gt_welfare,emp_welfare,max_regret_low_prices_first,max_regret_high_prices_first,max_regret_low_prices_second,max_regret_high_prices_second
5,5,uniform_random_distribution,1.0,0.2,42.55577942772289,42.557008542707095,0.003930408140179864,0.000209278738580565,0.0034373925986042053,0.002367833694983723
5,5,uniform_random_distribution,1.0,0.2,40.73241617101846,40.72714605255957,0.007845322546293332,0.0029381300584594428,0.002251975129266448,0.002252015129266205
5,5,uniform_random_distribution,1.0,0.2,32.33689983522842,32.3209694655136,0.011979597151375643,0.008952528157079698,0.0,0.00036596485124906764
5,5,uniform_random_distribution,1.0,0.2,38.04093611277345,38.04449275891378,0.0,0.0,0.002888251370303685,0.0
5,5,uniform_random_distribution,1.0,0.2,38.3196415538392,38.325298124129276,0.0029126774765906305,0.0029126874765905697,0.0024875691617900486,0.0024875591617901094
5,5,uniform_random_distribution,1.0,0.2,34.47353989200628,34.46563886819276,0.006453990043949531,0.01132599467862061,0.002578707287079318,0.002578707287079318
5,5,uniform_random_distribution,1.0,0.2,39.858875511477926,39.85677962505554,0.001522820246751877,0.004747520246752401,0.0035628104311573594,0.004854604608323321
5,5,uniform_random_distribution,1.0,0.2,41.357657063832235,41.361483729939394,0.008094818065040421,0.0,0.001630040754015738,0.0
5,5,uniform_random_distribution,1.0,0.2,39.07286055802225,39.0834719594779,0.0010972625071437037,0.0010972225071439468,0.0029174822869206807,0.004160001857832718
5,5,uniform_random_distribution,1.0,0.2,29.356955660192906,29.34753886376281,0.004026052346141729,0.007763946669617994,0.0019758999321286552,0.00191288546711732
5,5,uniform_random_distribution,1.0,0.2,44.7497282341557,44.75330947254764,0.0016929823288291956,0.001692952328829378,0.004269502630235067,0.004269472630233473
5,5,uniform_random_distribution,1.0,0.2,34.80241517940652,34.8095201547337,0.0,0.00038281238069881596,0.0008771565837690787,0.003065435358103219
5,5,uniform_random_distribution,1.0,0.2,37.355859571712855,37.36097370764641,0.00456878866729582,0.00492255565991595,0.007948551107546997,0.004574631662988438
5,5,uniform_random_distribution,1.0,0.2,38.85773273201817,38.864246315219276,0.005053062236950012,0.005053012236950316,0.005041889634267882,0.005041929634267639
5,5,uniform_random_distribution,1.0,0.2,34.64154843013538,34.630108704641756,0.008310472198865604,0.0015301473223070516,0.0,0.0
5,5,uniform_random_distribution,1.0,0.15,34.565487606752676,34.55708934609893,0.008230530025804761,0.008230530025804761,0.0013574788639632018,0.006101105825356612
5,5,uniform_random_distribution,1.0,0.15,31.331727977702073,31.3271373005034,0.0006331162598611773,0.003435749640812169,0.003299345334530912,0.0032993653345312346
5,5,uniform_random_distribution,1.0,0.15,42.93162370096123,42.92207934412336,0.004472567103883662,0.005563117743044188,0.0,0.0008301552836060822
5,5,uniform_random_distribution,1.0,0.15,38.41035258501479,38.4122004909373,0.0007587647464770697,0.000758864746476462,0.0044378994131397675,0.004437829413139305
5,5,uniform_random_distribution,1.0,0.15,42.86544529518493,42.865912945014244,0.007091491913117309,0.0070915019131172485,0.0,0.005723700446586655
5,5,uniform_random_distribution,1.0,0.15,43.62013873371623,43.61916342935761,0.0039223165435346985,0.0026230973895469134,0.000680904722067055,0.002084637054222682
5,5,uniform_random_distribution,1.0,0.15,37.10443176962255,37.111218707770945,0.00338074910839703,0.0013250072392567702,0.003398369135037438,0.004389737688065054
5,5,uniform_random_distribution,1.0,0.15,39.307044723879265,39.31093050441035,0.0013805096058341348,0.006333099726657743,0.0038132638281629383,0.0035553379124317885
5,5,uniform_random_distribution,1.0,0.15,39.144442558710615,39.14751245363345,0.0007796580455945445,0.000779758045594825,0.004119843625667308,0.002521786093735656
5,5,uniform_random_distribution,1.0,0.15,39.60846171854131,39.61580938476795,0.001210105360985203,0.0012100053609849226,0.0032965949996190957,0.003231948272522267
5,5,uniform_random_distribution,1.0,0.15,41.03902354264293,41.03833907943688,0.0007235744338149885,0.0007235244338152924,0.0021252960681916733,0.002125356068193085
5,5,uniform_random_distribution,1.0,0.15,31.718318623342327,31.72545784128144,0.00248565258711686,0.0,0.008193427513445428,0.005879070561298327
5,5,uniform_random_distribution,1.0,0.15,35.947962166202196,35.95157171705148,0.0021095620853692765,9.676018505233586e-05,0.0005869076756277458,0.0
5,5,uniform_random_distribution,1.0,0.15,36.94991964309333,36.94308093947383,0.005157646488950007,0.00425750434469041,0.0031562744915181185,0.0005948151841383975
5,5,uniform_random_distribution,1.0,0.15,34.958374719488106,34.963287608499066,0.0019680644169328687,0.0,0.003001689187124512,0.003986634182562732
5,5,uniform_random_distribution,1.0,0.1,36.971899221772546,36.97434749987566,0.00060308591930891,0.004214619477117765,0.0025315398381469123,0.0025315798381475574
5,5,uniform_random_distribution,1.0,0.1,36.09098162140337,36.090842904209794,0.0,0.000285920064009737,0.0009428621631304424,0.0
5,5,uniform_random_distribution,1.0,0.1,40.98796688035979,40.99061375739372,0.0021476558224229336,0.0,0.0026923559575458,0.002129699167514154
5,5,uniform_random_distribution,1.0,0.1,37.545311200434945,37.545076969170914,0.0010665666867155643,0.0,0.0014758461864143868,0.0024580665485851583
5,5,uniform_random_distribution,1.0,0.1,34.32739834010107,34.32704830382669,0.0024975868495804576,0.0010432020752828564,0.0,0.0014289789178167922
5,5,uniform_random_distribution,1.0,0.1,39.52533200108817,39.52406045236922,0.0,0.0018843200530529458,0.0027057748926084813,0.0009025494269838674
5,5,uniform_random_distribution,1.0,0.1,41.66089475041906,41.6613065600315,0.0,0.003880678794342174,0.0017811144046993022,0.0033501787024281526
