num_consumers,num_goods,type_market,noise_factor,target_eps,final_epsilon,total_num_samples,total_pruned_0,total_pruned_1,total_pruned_2
5,5,uniform_random_distribution,2.0,0.1,0.07586951126252559,1577309,15,0,3
5,5,uniform_random_distribution,2.0,0.1,0.07586951126252559,1375952,18,0,0
5,5,uniform_random_distribution,2.0,0.1,0.07552654394809936,1196968,14,6,0
5,5,uniform_random_distribution,2.0,0.1,0.07586951126252559,1375952,18,0,0
5,5,uniform_random_distribution,2.0,0.1,0.07586951126252559,1375952,18,0,0
5,5,uniform_random_distribution,2.0,0.1,0.07704356505959538,2718332,8,1,1
5,5,uniform_random_distribution,2.0,0.1,0.07586951126252559,1510190,16,0,2
5,5,uniform_random_distribution,2.0,0.1,0.07552654394809936,1062730,20,0,0
5,5,uniform_random_distribution,2.0,0.1,0.07552654394809936,1286460,14,4,2
5,5,uniform_random_distribution,2.0,0.1,0.07552654394809936,1062730,20,0,0
5,5,uniform_random_distribution,2.0,0.05,0.03776358845831672,4250820,20,0,0
5,5,uniform_random_distribution,2.0,0.05,0.038095455912082424,6756556,16,0,0
5,5,uniform_random_distribution,2.0,0.05,0.038095455912082424,6935538,14,2,0
5,5,uniform_random_distribution,2.0,0.05,0.03776358845831672,4250820,20,0,0
5,5,uniform_random_distribution,2.0,0.05,0.03801656449358856,6309104,15,2,0
5,5,uniform_random_distribution,2.0,0.05,0.03776358845831672,4877257,13,7,0
5,5,uniform_random_distribution,2.0,0.05,0.03801656449358856,6398595,14,3,0
5,5,uniform_random_distribution,2.0,0.05,0.03793507355269025,5503688,18,0,0
5,5,uniform_random_distribution,2.0,0.05,0.03776358845831672,4429802,18,2,0
5,5,uniform_random_distribution,2.0,0.05,0.03776358845831672,4519293,17,3,0
5,5,uniform_random_distribution,2.0,0.05,0.03801656449358856,6577577,12,5,0
5,5,uniform_random_distribution,2.0,0.05,0.03793507355269025,5503688,18,0,0
5,5,uniform_random_distribution,2.0,0.05,0.03793507355269025,6040632,16,0,2
5,5,uniform_random_distribution,2.0,0.05,0.03776358845831672,4250820,20,0,0
5,5,uniform_random_distribution,2.0,0.05,0.03801656449358856,6130122,17,0,0
5,5,uniform_random_distribution,4.0,0.2,0.1520653303339493,574794,12,4,1
5,5,uniform_random_distribution,4.0,0.2,0.15327119014447416,765119,9,4,0
5,5,uniform_random_distribution,4.0,0.2,0.15238089408289895,597633,13,3,0
5,5,uniform_random_distribution,4.0,0.2,0.1520653303339493,536729,15,2,0
5,5,uniform_random_distribution,4.0,0.2,0.15173936855881265,650924,8,3,7
5,5,uniform_random_distribution,4.0,0.2,0.1510534323657183,468212,14,2,4
5,5,uniform_random_distribution,4.0,0.2,0.15173936855881265,551955,11,5,2
5,5,uniform_random_distribution,4.0,0.2,0.15484086289749346,1115317,3,2,2
5,5,uniform_random_distribution,4.0,0.2,0.1510534323657183,422534,16,2,2
5,5,uniform_random_distribution,4.0,0.2,0.15173936855881265,567181,13,1,4
5,5,uniform_random_distribution,4.0,0.2,0.15173936855881265,620472,10,2,6
5,5,uniform_random_distribution,4.0,0.2,0.153822867963514,871701,7,4,0
5,5,uniform_random_distribution,4.0,0.2,0.15355090664823656,787958,12,0,0
5,5,uniform_random_distribution,4.0,0.2,0.1510534323657183,399695,15,5,0
5,5,uniform_random_distribution,4.0,0.2,0.15173936855881265,483438,16,2,0
5,5,uniform_random_distribution,4.0,0.15,0.11428449777476096,1062482,15,0,1
5,5,uniform_random_distribution,4.0,0.15,0.11328891170357887,764722,17,0,3
5,5,uniform_random_distribution,4.0,0.15,0.11328891170357887,832396,14,2,4
5,5,uniform_random_distribution,4.0,0.15,0.11473628001144104,1279036,11,2,1
5,5,uniform_random_distribution,4.0,0.15,0.11428449777476096,1048948,14,2,0
5,5,uniform_random_distribution,4.0,0.15,0.11428449777476096,1048948,14,2,0
5,5,uniform_random_distribution,4.0,0.15,0.11328891170357887,764722,17,0,3
5,5,uniform_random_distribution,4.0,0.15,0.11451383910054383,1360245,7,3,5
5,5,uniform_random_distribution,4.0,0.15,0.11428449777476096,1116621,13,1,2
5,5,uniform_random_distribution,4.0,0.15,0.11428449777476096,1143690,13,0,3
5,5,uniform_random_distribution,4.0,0.15,0.11428449777476096,1089553,11,5,0
5,5,uniform_random_distribution,4.0,0.15,0.11428449777476096,1170761,9,5,2
5,5,uniform_random_distribution,4.0,0.15,0.11380335856914636,954207,13,3,2
5,5,uniform_random_distribution,4.0,0.15,0.11328891170357887,642910,20,0,0
5,5,uniform_random_distribution,4.0,0.15,0.11380335856914636,832394,18,0,0
5,5,uniform_random_distribution,4.0,0.1,0.07619044704144948,2390482,15,0,1
5,5,uniform_random_distribution,4.0,0.1,0.07619044704144948,2512290,13,1,2
5,5,uniform_random_distribution,4.0,0.1,0.07634334282763836,2573194,13,2,0
5,5,uniform_random_distribution,4.0,0.1,0.07552671618285915,1811894,16,0,4
5,5,uniform_random_distribution,4.0,0.1,0.07552671618285915,1446470,20,0,0
