num_consumers,num_goods,type_market,noise_scale,target_eps,final_epsilon,total_num_samples,total_pruned_0,total_pruned_1,total_pruned_2
5,5,uniform_random_distribution,5.0,0.075,0.056902464083904085,3822032,18,0,0
5,5,uniform_random_distribution,5.0,0.075,0.056902464083904085,4194912,16,0,2
5,5,uniform_random_distribution,5.0,0.075,0.056902464083904085,4008473,15,3,0
5,5,uniform_random_distribution,5.0,0.075,0.05664523710344335,2951980,20,0,0
5,5,uniform_random_distribution,5.0,0.075,0.05664523710344335,2951980,20,0,0
5,5,uniform_random_distribution,5.0,0.075,0.05664523710344335,2951980,20,0,0
5,5,uniform_random_distribution,5.0,0.075,0.056902464083904085,3946326,16,2,0
5,5,uniform_random_distribution,5.0,0.075,0.05736893123857089,5562136,14,0,0
5,5,uniform_random_distribution,5.0,0.075,0.05664523710344335,3324862,14,6,0
5,5,uniform_random_distribution,5.0,0.075,0.05664523710344335,2951980,20,0,0
5,5,uniform_random_distribution,5.0,0.075,0.05664523710344335,4008474,13,2,5
5,5,uniform_random_distribution,5.0,0.075,0.05664523710344335,3573448,14,4,2
5,5,uniform_random_distribution,5.0,0.075,0.05702470018109234,4257058,17,0,0
5,5,uniform_random_distribution,5.0,0.075,0.05664523710344335,2951980,20,0,0
5,5,uniform_random_distribution,5.0,0.075,0.056902464083904085,4443500,12,4,2
5,5,uniform_random_distribution,5.0,0.075,0.05664523710344335,3262715,15,5,0
5,5,uniform_random_distribution,5.0,0.075,0.05664523710344335,2951980,20,0,0
5,5,uniform_random_distribution,5.0,0.075,0.05664523710344335,2951980,20,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6641890,20,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03801655174925971,9578299,17,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6921548,18,2,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6641890,20,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6641890,20,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6641890,20,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03809544314130672,10557102,16,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03809544314130672,11116418,14,1,1
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6921548,18,2,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,8879154,14,1,5
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6921548,18,2,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6641890,20,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6641890,20,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6641890,20,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6641890,20,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03793506083567968,8599496,18,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6641890,20,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6641890,20,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6641890,20,0,0
5,5,uniform_random_distribution,5.0,0.05,0.03776357579879326,6641890,20,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07634323923256524,1550970,15,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07634323923256524,1569770,14,1,0
5,5,preferred_good_distribution,1.0,0.1,0.07634323923256524,1607369,14,0,1
5,5,preferred_good_distribution,1.0,0.1,0.07634323923256524,1550970,15,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07586958132707021,1156179,18,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07634323923256524,1720168,10,3,2
5,5,preferred_good_distribution,1.0,0.1,0.07586958132707021,1193779,16,2,0
5,5,preferred_good_distribution,1.0,0.1,0.07552661369591797,1156181,14,2,4
5,5,preferred_good_distribution,1.0,0.1,0.07586958132707021,1156179,18,0,0
5,5,preferred_good_distribution,1.0,0.1,0.0767753491426873,1964561,11,1,0
5,5,preferred_good_distribution,1.0,0.1,0.0767753491426873,2058559,10,0,2
5,5,preferred_good_distribution,1.0,0.1,0.07619034365385023,1494572,14,1,1
5,5,preferred_good_distribution,1.0,0.1,0.07586958132707021,1193779,16,2,0
5,5,preferred_good_distribution,1.0,0.1,0.07634323923256524,1550970,15,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07634323923256524,1607369,14,0,1
5,5,preferred_good_distribution,1.0,0.1,0.07634323923256524,1569770,14,1,0
5,5,preferred_good_distribution,1.0,0.1,0.07552661369591797,892985,20,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07649153449372423,1682567,14,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07634323923256524,1550970,15,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07729796665729874,2678946,3,2,3
5,5,preferred_good_distribution,1.0,0.075,0.05664524275310816,1654352,18,2,0
5,5,preferred_good_distribution,1.0,0.075,0.057368936960415284,2991192,14,0,0
5,5,preferred_good_distribution,1.0,0.075,0.05690246975922411,2322772,10,8,0
5,5,preferred_good_distribution,1.0,0.075,0.05690246975922411,2289351,15,1,2
5,5,preferred_good_distribution,1.0,0.075,0.057368936960415284,2991192,14,0,0
5,5,preferred_good_distribution,1.0,0.075,0.05690246975922411,2055404,18,0,0
5,5,preferred_good_distribution,1.0,0.075,0.05690246975922411,2122246,16,2,0
5,5,preferred_good_distribution,1.0,0.075,0.05690246975922411,2055404,18,0,0
5,5,preferred_good_distribution,1.0,0.075,0.057368936960415284,2991192,14,0,0
5,5,preferred_good_distribution,1.0,0.075,0.05690246975922411,2289351,15,1,2
5,5,preferred_good_distribution,1.0,0.075,0.057368936960415284,3258560,10,2,2
5,5,preferred_good_distribution,1.0,0.075,0.05758179900864809,3626191,9,2,1
5,5,preferred_good_distribution,1.0,0.075,0.05690246975922411,2055404,18,0,0
5,5,preferred_good_distribution,1.0,0.075,0.05714304270400964,2623561,15,0,1
5,5,preferred_good_distribution,1.0,0.075,0.05690246975922411,2523298,12,2,4
5,5,preferred_good_distribution,1.0,0.075,0.05690246975922411,2122246,16,2,0
5,5,preferred_good_distribution,1.0,0.075,0.05690246975922411,2055404,18,0,0
5,5,preferred_good_distribution,1.0,0.075,0.05714304270400964,2723824,12,3,1
5,5,preferred_good_distribution,1.0,0.075,0.05690246975922411,2389614,14,1,3
5,5,preferred_good_distribution,1.0,0.075,0.057368936960415284,2991192,14,0,0
5,5,preferred_good_distribution,1.0,0.05,0.03817187342622658,7030932,10,2,3
5,5,preferred_good_distribution,1.0,0.05,0.03817187342622658,6203765,15,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037763557942958124,3571870,20,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,4624628,18,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,4624628,18,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037763557942958124,3571870,20,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,4624628,18,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,4624628,18,0,0
5,5,preferred_good_distribution,1.0,0.05,0.03824602154982697,6730144,14,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037763557942958124,3722264,18,2,0
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,4775022,16,2,0
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,4624628,18,0,0
5,5,preferred_good_distribution,1.0,0.05,0.03817187342622658,6429356,14,0,1
5,5,preferred_good_distribution,1.0,0.05,0.037763557942958124,4023052,18,0,2
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,5526992,14,0,4
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,4624628,18,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,4624628,18,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,4850219,15,3,0
5,5,preferred_good_distribution,1.0,0.05,0.03838792981787575,8234084,10,0,2
5,5,preferred_good_distribution,1.0,0.05,0.03824602154982697,7030932,12,1,1
5,5,preferred_good_distribution,2.5,0.1,0.0766358286140646,2366910,12,1,0
5,5,preferred_good_distribution,2.5,0.1,0.0770439755394751,2852430,10,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07586991548717216,1492974,18,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07552694634545275,1153110,20,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07586991548717216,1662906,15,1,2
5,5,preferred_good_distribution,2.5,0.1,0.07586991548717216,1492974,18,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07634357547884679,2051322,13,2,0
5,5,preferred_good_distribution,2.5,0.1,0.07586991548717216,1492974,18,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07586991548717216,1492974,18,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07586991548717216,1492974,18,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07586991548717216,1492974,18,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07649187139315768,2245530,11,3,0
5,5,preferred_good_distribution,2.5,0.1,0.07586991548717216,1492974,18,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07552694634545275,1153110,20,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07634357547884679,2075598,14,0,1
5,5,preferred_good_distribution,2.5,0.1,0.07552694634545275,1153110,20,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07649187139315768,2172702,14,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07634357547884679,2002770,15,0,0
5,5,preferred_good_distribution,2.5,0.1,0.07586991548717216,1565802,15,3,0
5,5,preferred_good_distribution,2.5,0.1,0.07552694634545275,1298766,18,0,2
5,5,preferred_good_distribution,2.5,0.075,0.05725757104948558,3560505,15,0,0
5,5,preferred_good_distribution,2.5,0.075,0.05690232674167708,3172088,14,0,4
5,5,preferred_good_distribution,2.5,0.075,0.05664510038207041,2049990,20,0,0
5,5,preferred_good_distribution,2.5,0.075,0.05664510038207041,2481568,14,4,2
5,5,preferred_good_distribution,2.5,0.075,0.05690232674167708,2654196,18,0,0
5,5,preferred_good_distribution,2.5,0.075,0.05736879277045877,3862608,14,0,0
5,5,preferred_good_distribution,2.5,0.075,0.05725757104948558,4121556,8,4,3
5,5,preferred_good_distribution,2.5,0.075,0.05778287008064768,5071020,10,0,0
5,5,preferred_good_distribution,2.5,0.075,0.05778287008064768,5200493,9,0,1
5,5,preferred_good_distribution,2.5,0.075,0.05690232674167708,3215246,13,1,4
5,5,preferred_good_distribution,2.5,0.075,0.05736879277045877,3992082,11,3,0
5,5,preferred_good_distribution,2.5,0.075,0.05690232674167708,3517350,10,2,6
5,5,preferred_good_distribution,2.5,0.075,0.05690232674167708,2654196,18,0,0
5,5,preferred_good_distribution,2.5,0.075,0.05690232674167708,3172089,12,3,3
5,5,preferred_good_distribution,2.5,0.075,0.05725757104948558,3560505,15,0,0
5,5,preferred_good_distribution,2.5,0.075,0.05736879277045877,3862608,14,0,0
5,5,preferred_good_distribution,2.5,0.075,0.05736879277045877,3948924,12,2,0
5,5,preferred_good_distribution,2.5,0.075,0.05725757104948558,4121555,10,1,4
5,5,preferred_good_distribution,2.5,0.075,0.05736879277045877,4121554,12,0,2
5,5,preferred_good_distribution,2.5,0.075,0.05736879277045877,3862608,14,0,0
5,5,preferred_good_distribution,2.5,0.05,0.03809543769244633,7622636,15,0,1
5,5,preferred_good_distribution,2.5,0.05,0.03776357039740046,4612425,20,0,0
5,5,preferred_good_distribution,2.5,0.05,0.038171886015331585,8011050,15,0,0
5,5,preferred_good_distribution,2.5,0.05,0.03793505540975906,5971875,18,0,0
5,5,preferred_good_distribution,2.5,0.05,0.03838794247823627,10632847,10,0,2
5,5,preferred_good_distribution,2.5,0.05,0.03793505540975906,5971875,18,0,0
5,5,preferred_good_distribution,2.5,0.05,0.038171886015331585,8011050,15,0,0
5,5,preferred_good_distribution,2.5,0.05,0.038171886015331585,8302361,14,0,1
5,5,preferred_good_distribution,2.5,0.05,0.03793505540975906,5971875,18,0,0
5,5,preferred_good_distribution,2.5,0.05,0.038171886015331585,8011050,15,0,0
5,5,preferred_good_distribution,2.5,0.05,0.03824603416338607,9467605,10,2,2
5,5,preferred_good_distribution,2.5,0.05,0.038171886015331585,8302361,14,0,1
5,5,preferred_good_distribution,2.5,0.05,0.03793505540975906,6845808,15,0,3
5,5,preferred_good_distribution,2.5,0.05,0.03776357039740046,4806633,18,2,0
5,5,preferred_good_distribution,2.5,0.05,0.03793505540975906,5971875,18,0,0
5,5,preferred_good_distribution,2.5,0.05,0.03793505540975906,7137120,12,3,3
5,5,preferred_good_distribution,2.5,0.05,0.03793505540975906,5971875,18,0,0
5,5,preferred_good_distribution,2.5,0.05,0.03776357039740046,4806633,18,2,0
5,5,preferred_good_distribution,2.5,0.05,0.03793505540975906,6360291,14,4,0
5,5,preferred_good_distribution,2.5,0.05,0.03793505540975906,5971875,18,0,0
5,5,preferred_good_distribution,5.0,0.1,0.07649180574895753,3128708,14,0,0
5,5,preferred_good_distribution,5.0,0.1,0.07586985037672545,2289728,14,4,0
5,5,preferred_good_distribution,5.0,0.1,0.07649180574895753,3128708,14,0,0
5,5,preferred_good_distribution,5.0,0.1,0.07634350996191204,3513245,5,6,4
5,5,preferred_good_distribution,5.0,0.1,0.07677562140438765,3618114,12,0,0
5,5,preferred_good_distribution,5.0,0.1,0.0755268815293371,1730406,18,2,0
5,5,preferred_good_distribution,5.0,0.1,0.07586985037672545,2149896,18,0,0
5,5,preferred_good_distribution,5.0,0.1,0.07586985037672545,2149896,18,0,0
5,5,preferred_good_distribution,5.0,0.1,0.07634350996191204,2884005,15,0,0
5,5,preferred_good_distribution,5.0,0.1,0.07649180574895753,3128708,14,0,0
5,5,preferred_good_distribution,5.0,0.1,0.0766357628463225,3688030,10,0,3
5,5,preferred_good_distribution,5.0,0.1,0.07691160235972133,3967690,10,0,1
5,5,preferred_good_distribution,5.0,0.1,0.07691160235972133,3967690,10,0,1
5,5,preferred_good_distribution,5.0,0.1,0.0755268815293371,1730406,18,2,0
5,5,preferred_good_distribution,5.0,0.1,0.07586985037672545,2149896,18,0,0
5,5,preferred_good_distribution,5.0,0.1,0.07586985037672545,2149896,18,0,0
5,5,preferred_good_distribution,5.0,0.1,0.07586985037672545,2149896,18,0,0
5,5,preferred_good_distribution,5.0,0.1,0.0755268815293371,1660490,20,0,0
5,5,preferred_good_distribution,5.0,0.1,0.07649180574895753,3128708,14,0,0
5,5,preferred_good_distribution,5.0,0.1,0.07677562140438765,3862818,9,1,2
5,5,preferred_good_distribution,5.0,0.075,0.056902464083904085,3822032,18,0,0
5,5,preferred_good_distribution,5.0,0.075,0.057143037004695425,4816378,14,2,0
5,5,preferred_good_distribution,5.0,0.075,0.056902464083904085,4381352,15,0,3
5,5,preferred_good_distribution,5.0,0.075,0.056902464083904085,3822032,18,0,0
5,5,preferred_good_distribution,5.0,0.075,0.05747689920637046,6432189,10,1,2
5,5,preferred_good_distribution,5.0,0.075,0.057143037004695425,5064964,14,0,2
5,5,preferred_good_distribution,5.0,0.075,0.056902464083904085,3822032,18,0,0
5,5,preferred_good_distribution,5.0,0.075,0.056902464083904085,4257059,15,1,2
5,5,preferred_good_distribution,5.0,0.075,0.056902464083904085,4008473,15,3,0
